Numer_zgloszenia;Numer_prawa_wylacznego;Data_Zgloszenia;Numer_BUP;Data_Publikacji_BUP;Numer_WUP;Data_Publikacji_WUP;Nazwa_znaku;Rodzaj_znaku;Uprawnieni;Miasto_uprawnionego;Kraj_uprawnionego;Pelnomocnicy;Klasyfikacja_nicejska;Klasyfikacja_wiedenska;Status_sprawy;
048840;033291;1946-09-09;;;;;PLASTIMENT;SG;SIKA AG,VORM.KASPAR WINKLER & CO.;ZURYCH;CH;"Patpol" Sp.z o.o.;NIC: 04 ;VIE: 1407 2705 ;Wygaśnięcie prawa ochronnego;
048846;033112;1946-09-16;;;;;H;SG;NA;NA;ZZ;;NIC: 07 ;;Wygaśnięcie prawa ochronnego;
048859;034190;1946-09-26;;;;;MITIN;SG;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 27 21 22 23 24 25 26 01 05 18 ;VIE: 2301 2601 2603 ;Wygaśnięcie prawa ochronnego;
048876;033164;1946-09-30;;;;;ARLEY MASC SWIETOJANSKA;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
048890;033184;1946-10-02;;;;;BIOCEL;SG;NA;NA;ZZ;;NIC: 01 02 03 30 21 05 06 09 10 19 22 23 24 27 29 04 ;;Wygaśnięcie prawa ochronnego;
048902;033041;1946-10-05;;;;;SEMP;SG;NA;NA;ZZ;;NIC: 01 04 29 30 ;;Wygaśnięcie prawa ochronnego;
048904;033110;1946-10-07;;;;;NORDEX;SG;NA;NA;ZZ;;NIC: 31 ;;Wygaśnięcie prawa ochronnego;
048914;033124;1946-10-11;;;;;ROTO-FINISCH;SG;NA;NA;ZZ;;NIC: 02 03 05 ;;Wygaśnięcie prawa ochronnego;
048915;033385;1946-10-11;;;07/08/1947;1947-08-30;STAL;S;ABB STAL AKTIEBOLAG;FINSPANG;SE;"Polservice";NIC: 07 11 ;;Wygaśnięcie prawa ochronnego;
048919;034535;1946-10-11;;;;;TERYLENE;S;ICI CHEMICALS & POLYMERS LIMITED;RUNCORN;GB;"Patpol" Sp.z o.o.;NIC: 01 08 22 23 ;;Wygaśnięcie prawa ochronnego;
048922;033148;1946-10-12;;;03/04/1947;1947-04-30;REVULTEX;S;YULE CATTO & CO. PLC.;HARLOW;GB;Jan Wierzchoń & Partnerzy Biuro Patentów i Znaków Towarowych;NIC: 17 ;;Wygaśnięcie prawa ochronnego;
048926;033149;1946-10-14;;;;;R.X.;S;NA;NA;ZZ;;NIC: 02 03 05 17 ;;Wygaśnięcie prawa ochronnego;
048939;033758;1946-10-22;;;;;ERICSSON;SG;TELEFONAKTIEBOLAGET L.M.ERICSSON;SZTOKHOLM;SE;"Patpol" Sp. z o.o.;NIC: 09 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
048962;033777;1946-11-06;;;;;MICOREN;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 01 03 05 ;;Wygaśnięcie prawa ochronnego;
048981;033311;1946-11-12;;;;;AGA;S;AGA AKTIEBOLAG;SZTOKHOLM;SE;PHZ "Polservice";NIC: 07 09 ;;Wygaśnięcie prawa ochronnego;
048988;033759;1946-11-16;;;03/1948;1948-03-31;OTIS;S;OTIS ELEVATOR COMPANY;FARMINGTON;US;;NIC: 01 04 07 ;;Udzielenie prawa;
049004;033322;1946-11-25;;;;;LOCKHEED;S;LOCKHEED MARTIN CORPORATION;BETHESDA;US;"Polservice" Sp. z o.o.;NIC: 12 ;;Wygaśnięcie prawa ochronnego;
049005;033323;1946-11-25;;;07/08/1947;1947-08-30;JEEP;S;FCA US LLC;Auburn Hills;US;Bartosz Krakowiak;NIC: 12 ;;Udzielenie prawa;
049006;033600;1946-11-25;;;12/1947;1947-12-31;LENOX;S;IRWIN INDUSTRIAL TOOL COMPANY (DELAWARE CORPORATION);FREEPORT;US;Magdalena Pietrosiuk;NIC: 07 ;;Udzielenie prawa;
049008;033231;1946-11-26;;;;;OLD SEOTCH WHISKY;S;NA;NA;ZZ;;NIC: 32 33 ;;Wygaśnięcie prawa ochronnego;
049011;033244;1946-11-27;;;;;JOHNSON'S;S;S.C. JOHNSON & SON, INC.(CORPORATION OF WISCONSIN);RACINE;US;PHZ "Polservice";NIC: 02 03 07 ;;Wygaśnięcie prawa ochronnego;
049020;033272;1946-12-07;;;06/1947;1947-06-30;VITALLIUM;S;HOWMEDICA OSTEONICS CORP.;MAHWAH;US;Aleksandra Kryśka;NIC: 10 ;;Udzielenie prawa;
049022;033565;1946-12-09;;;;;INTERTYPE FOTOSETTER;S;NA;NA;ZZ;;NIC: 07 ;;Wygaśnięcie prawa ochronnego;
049025;033212;1946-12-11;;;;;CONSERVADO;S;NA;NA;ZZ;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
049026;033213;1946-12-11;;;;;SIKANOL;S;NA;NA;ZZ;;NIC: 01 04 ;;Wygaśnięcie prawa ochronnego;
049027;033214;1946-12-11;;;;;IGOL;S;NA;NA;ZZ;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
049028;033215;1946-12-11;;;;;IGASOL;S;NA;NA;ZZ;;NIC: 02 03 05 17 ;;Wygaśnięcie prawa ochronnego;
049029;033245;1946-12-11;;;06/1947;1947-06-30;MARY BAKER EDDY;SG;THE CHRISTIAN SCIENCE BOARD OF DIRECTORS OF THE FIRST CHURCH OF CHRIST, SCIENTIST;BOSTON;US;Lidia Bańkowska PATPOL Spółka z o.o.;NIC: 16 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
049031;033303;1946-12-11;;;07/08/1947;1947-08-30;LIFE;SG;TIME INC.;NOWY JORK;US;;NIC: 16 ;VIE: 2007 2604 ;Udzielenie prawa;
049032;033302;1946-12-11;;;;;TIME;SG;TIME INCORPORATED;NOWY JORK;US;PHZ "Polservice";NIC: 16 ;VIE: 2007 2604 ;Wygaśnięcie prawa ochronnego;
049042;033180;1946-12-14;;;;;HALINA;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049044;033179;1946-12-14;;;;;HALINA;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049045;033313;1946-12-14;;;07/08/1947;1947-08-30;NESTLE;SG;SOCIÉTÉ DES PRODUITS NESTLE S.A.;VEVEY;CH;Joanna Piotrowska Nestlé Polska S.A.;NIC: 05 29 30 ;VIE: 0307 2705 ;Wygaśnięcie prawa ochronnego;
049046;033314;1944-12-14;;;;;ELEDON;S;SOCIÉTÉ DES PRODUITS NESTLÉ S.A.;VEVEY;CH;PHZ "Polservice";NIC: 05 29 ;;Wygaśnięcie prawa ochronnego;
049067;033307;1946-12-18;;;;;TIMKEN;S;THE TIMKEN COMPANY;CANTON;US;PHZ "Polservice";NIC: 07 08 ;;Wygaśnięcie prawa ochronnego;
049083;033216;1947-01-07;;;;;SANDOFIX;S;SANDOZ A.G.;BAZYLEA;CH;"Patpol" Sp. z o.o.;NIC: 01 02 ;;Wygaśnięcie prawa ochronnego;
049084;033217;1947-01-07;;;;;SANDOPAN;S;SANDOZ A.G.;BAZYLEA;CH;"Patpol" Sp. z o.o.;NIC: 01 02 ;;Wygaśnięcie prawa ochronnego;
049085;033218;1947-01-07;;;;;DELUSTRAN;S;SANDOZ A.G.;BAZYLEA;CH;"Patpol" Sp.z o.o.;NIC: 01 02 05 ;;Wygaśnięcie prawa ochronnego;
049086;033219;1947-01-07;;;;;LEVANA;S;SANDOZ A.G. (SANDOZ S.A.) (SANDOZ LTD.);BAZYLEA;CH;"Patpol" Sp.z o.o.;NIC: 04 ;;Wygaśnięcie prawa ochronnego;
049087;033220;1947-02-24;;;;;LIOVATIN;S;SANDOZ A.G.(SANDOZ S.A.) (SANDOZ LTD.);BAZYLEA;CH;"Patpol" Sp.z o.o.;NIC: 04 ;;Wygaśnięcie prawa ochronnego;
049090;033221;1947-01-07;;;05/1947;1947-05-31;IMEROL;S;Archroma IP GmbH;Reinach;CH;rzecz. pat. Marek Łazewski;NIC: 01 ;;Udzielenie prawa;
049091;033222;1947-01-07;;;;;SANDOZOL;S;SANDOZ AG;BAZYLEA;CH;"Patpol" Sp.z o.o.;NIC: 01 02 05 ;;Wygaśnięcie prawa ochronnego;
049092;033223;1947-01-07;;;;;RESOLIN;S;SANDOZ AG;BAZYLEA;CH;"Patpol" Sp.z o.o.;NIC: 01 ;;Wygaśnięcie prawa ochronnego;
049093;033224;1947-01-07;;;;;NILO;S;CLARIANT AG;MUTTENY;CH;Kulikowska & Kulikowski;NIC: 01 ;;Wygaśnięcie prawa ochronnego;
049097;033301;1947-01-08;;;;;IRIUM;S;LEVER SUNLIGHT B.V.;VLAARDINGEN;NL;"Patpol" Sp.z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
049105;033601;1947-01-20;;;;;SIOGEN;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 01 05 ;;Wygaśnięcie prawa ochronnego;
049106;033602;1947-01-20;;;;;STEROSAN;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 01 05 ;;Wygaśnięcie prawa ochronnego;
049107;033603;1947-01-20;;;;;IRGAFEN;S;NA;NA;ZZ;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
049108;033332;1947-01-20;;;;;NIMONIC;S;INCO ALLOYS LIMITED;HEREFORD;GB;PHZ "Polservice";NIC: 06 07 ;;Wygaśnięcie prawa ochronnego;
049118;033345;1947-01-27;;;07/08/1947;1947-08-30;LEA & PERRINS SAUCE;SG;LEA & PERRINS, LTD.;WORCESTER;GB;"Patpol" Sp. z o.o.;NIC: 30 ;VIE: 0301 0307 2417 2501 2507 2601 2604 2705 ;Wygaśnięcie prawa ochronnego;
049124;033315;1947-01-29;;;07/08/1947;1947-08-30;HEINZ 57 VARIETIES;SG;H.J. Heinz Company Brands LLC;Pittsburgh;US;Przemysław Samoder;NIC: 29 30 ;VIE: 0509 ;Udzielenie prawa;
049125;033316;1947-01-29;;;07/08/1947;1947-08-30;HEINZ;SG;H.J. Heinz Company Brands LLC;Pittsburgh;US;;NIC: 29 30 ;VIE: 2613 ;Udzielenie prawa;
049128;033453;1947-01-30;;;;;ANDROSTINE;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049129;033998;1948-01-30;;;;;RENOSE;SG;NA;NA;ZZ;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
049130;033454;1947-01-30;;;;;NUPERCAINE;S;CIBA-GEIGY AG, CIBA-GEIGY S.A.,CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049132;033456;1947-01-30;;;09/1947;1947-09-30;ALBATEX;S;HUNTSMAN ADVANCED MATERIALS (SWITZERLAND) GMBH;BAZYLEA;CH;Joanna Piłka;NIC: 01 ;;Udzielenie prawa;
049134;034590;1947-01-30;;;;;CIBANOIDE;S;CIBA-GEIGY AG,CIBA-GEIGY SA,CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 01 02 ;;Wygaśnięcie prawa ochronnego;
049136;033458;1947-01-30;;;;;PAROPON;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 02 ;;Wygaśnięcie prawa ochronnego;
049137;033476;1947-01-30;;;;;NUPERCAINAL;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049140;033474;1947-01-30;;;;;ESIDRONE;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049143;033424;1947-01-30;;;09/1947;1947-09-30;LYOPRINT;S;HUNTSMAN ADVANCED MATERIALS (SWITZERLAND) GMBH;BAZYLEA;CH;Joanna Piłka;NIC: 01 ;;Udzielenie prawa;
049144;033425;1947-01-30;;;;;SPASMO-CIBALGINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049145;033426;1947-01-30;;;09/1947;1947-09-30;UREOL;S;HUNTSMAN ADVANCED MATERIALS  LICENSING (SWITZERLAND) GMBH;Bazylea;CH;Joanna Piłka;NIC: 01 ;;Udzielenie prawa;
049147;033427;1947-01-30;;;;;NEURO-TRASENTINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049148;033428;1947-01-30;;;;;OVOCYCLINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049149;033429;1947-01-30;;;;;LUTOCYCLINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049150;033430;1947-01-30;;;;;PRIVINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049152;033431;1947-01-30;;;;;SAPAMINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 01 03 05 ;;Wygaśnięcie prawa ochronnego;
049153;033432;1947-01-30;;;;;LINGUETTES;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049156;033400;1947-01-30;;;09/1947;1947-09-30;UVITEX;S;HUNTSMAN ADVANCED MATERIALS (SWITZERLAND) GMBH;BAZYLEA;CH;Joanna Piłka;NIC: 01 ;;Udzielenie prawa;
049157;033434;1947-01-30;;;;;ELKOSINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049159;033399;1947-01-30;;;09/1947;1947-09-30;INVATEX;S;HUNTSMAN ADVANCED MATERIALS (SWITZERLAND) GMBH;BAZYLEA;CH;Joanna Piłka;NIC: 01 ;;Udzielenie prawa;
049160;033398;1947-01-30;;;09/1947;1947-09-30;ARALDITE;S;HUNTSMAN ADVANCED MATERIALS  LICENSING (SWITZERLAND) GMBH;Bazylea;CH;Joanna Piłka;NIC: 01 ;;Udzielenie prawa;
049161;033436;1947-01-30;;;;;FENOCYCLINE;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049162;033437;1947-01-30;;;;;ANTISTINE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049196;033348;1947-02-08;;;;;HELIOS;S;NA;NA;ZZ;;NIC: 09 10 14 ;;Wygaśnięcie prawa ochronnego;
049200;033388;1947-07-11;;;;;SCHIAP;S;SOCIETE DES PARFUMS SCHIAPARELLI SA;PARYŻ;FR;PHZ "Polservice";NIC: 25 26 ;;Wygaśnięcie prawa ochronnego;
049201;033349;1947-02-11;;;;;SCHIAPARELLI;S;SCHIAPARELLI FRANCE S.A.;PARYŻ;FR;PHZ "Polservice";NIC: 03 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
049202;033439;1947-02-11;;;;;SALUT DE SCHIAPARELLI;S;SOCIÉTÉ DES PARFUMS SCHIAPARELLI,SOCIÉTÉ ANONYME;PARYŻ;FR;PHZ "Polservice";NIC: 03 21 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
049203;033389;1947-02-11;;;;;SONCIS DE SCHIAPARELLI;S;SOCIETE DES PARFUMS SCHIAPARELLI SA;PARYŻ;FR;PHZ "Polservice";NIC: 03 21 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
049204;033350;1947-02-11;;;;;SLEEPING;S;SOCIETE DES PARFUMS SCHAPARELLI SA;PARYŻ;FR;PHZ "Polservice";NIC: 03 21 ;;Wygaśnięcie prawa ochronnego;
049205;033351;1947-02-11;;;;;SNUFF;S;SOCIETE DES PARFUMS SCHIAPARELLI SA;PARYŻ;FR;PHZ "Polservice";NIC: 03 ;;Wygaśnięcie prawa ochronnego;
049227;034319;1947-02-21;;;;;SWIX;S;SWIX SPORT INTERNATIONAL A/S;OSLO;NO;"Patpol" Sp. z o.o.;NIC: 03 08 ;;Wygaśnięcie prawa ochronnego;
049240;033440;1947-03-01;;;;;PYE;S;PHILIPS ELECTRONIC UK LIMITED;LONDYN;GB;"Polservice" Sp. z o.o.;NIC: 09 ;;Wygaśnięcie prawa ochronnego;
049243;033354;1947-03-03;;;;;ELASTOPLAST;S;T.J. SMITH + NEPHEW LTD.;HULL;GB;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049252;033397;1947-03-06;;;;;SHOCKING;S;SCHIAPARELLI FRANCE S.A.;PARYŻ;FR;PHZ "Polservice";NIC: 03 ;;Wygaśnięcie prawa ochronnego;
049253;033800;1947-03-06;;;;;LIGHTNING-ZIPP;S;LIGHTNING FASTENERS LIMITED;WITTON;GB;Patpol Sp. z o.o.;NIC: 19 ;;Wygaśnięcie prawa ochronnego;
049255;033357;1947-03-06;;;;;FARGO;S;CHRYSLER CORPORATION /DELAWARE CORPORATION/;HIGHLAND PARK, MICHIGAN;US;Jan Wierzchoń & Partnerzy;NIC: 12 ;;Wygaśnięcie prawa ochronnego;
049256;033395;1947-03-06;;;;;DE SOTO;S;CHRYSLER CORPORATION /DELAWARE CORPORATION/;HIGHLAND PARK, MICHIGAN;US;Jan Wierzchoń & Partnerzy;NIC: 12 ;;Wygaśnięcie prawa ochronnego;
049257;033396;1947-03-06;;;09/1947;1947-09-30;PLYMOUTH;SG;FCA US LLC;Auburn Hills;US;Bartosz Krakowiak;NIC: 12 ;VIE: 2705 ;Udzielenie prawa;
049275;033360;1947-03-11;;;;;EDOUARID DUBIED&CO;SG;NA;NA;ZZ;;NIC: 07 25 26 ;;Wygaśnięcie prawa ochronnego;
049276;033361;1947-03-11;;;;;DUBIED;S;EDOUARD DUBIED & CIE. SOCIETE ANONYME;COUVET;CH;PHZ "Polservice";NIC: 06 07 08 ;;Wygaśnięcie prawa ochronnego;
049283;033598;1947-03-14;;;;;XYLOCAIN;S;AKTIEBOLAGET ASTRA;SÖDERTÄLJE;SE;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049304;033367;1947-03-25;;;;;SWIFT'S;S;SWIFT & COMPANY (DELEWARE);CHICAGO;US;PHZ "Polservice";NIC: 31 ;;Wygaśnięcie prawa ochronnego;
049305;033368;1947-03-25;;;;;SWIFT'S;S;SWIFT AGRICULTURAL CHEMICALS;CHICAGO;US;PHZ "Polservice";NIC: 01 05 ;;Wygaśnięcie prawa ochronnego;
049311;033369;1947-03-27;;;;;LE ROI SOLEIL;S;SOCIETE DES PARFUMS SCHIAPARELLI SA;PARYŻ;FR;PHZ "Polservice";NIC: 03 ;;Wygaśnięcie prawa ochronnego;
049319;033487;1947-03-29;;;;;SPECILLINE;S;RHÔNE-POULENC INDUSTRIES;PARYŻ;FR;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049320;033488;1947-03-29;;;;;NIVAQUINE;S;RHONE-POULENC SANTE;COURBEVOIE;FR;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049321;033489;1947-03-29;;;;;GANIDAN;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049324;033492;1947-03-29;;;;;DOLOSAL;S;RHONE-POULENC INDUSTRIES;PARYŻ;FR;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049334;033608;1947-04-01;;;;;EDCO;S;NA;NA;ZZ;;NIC: 13 17 08 21 09 10 11 12 ;;Wygaśnięcie prawa ochronnego;
049345;033408;1947-04-04;;;;;EXTAR;S;SANDOZ AG;BAZYLEA;CH;Patpol SP.z o.o.;NIC: 01 02 ;;Wygaśnięcie prawa ochronnego;
049346;033409;1947-04-04;;;;;SANDOLIN;S;SANDOZ A.G.;BAZYLEA;CH;Patpol Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049348;033411;1947-04-04;;;;;DERRIPHYTON;S;SANDOZ A.G.;BAZYLEA;CH;Patpol Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049349;033412;1947-04-04;;;09/1947;1947-09-30;SANDOVIT;S;SYNGENTA PARTICIPATIONS AG;BAZYLEA;CH;Kulikowska & Kulikowski;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049350;033413;1947-04-04;;;;;NICOTOX;S;SANDOZ A.G.;BAZYLEA;CH;Patpol Sp.z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049351;033414;1947-04-04;;;;;SANDOTOX;S;SANDOZ A.G.;BAZYLEA;CH;Patpol Sp.z o.o.;NIC: 01 05 ;;Wygaśnięcie prawa ochronnego;
049352;033415;1947-04-04;;;;;THIOVIT;S;SANDOZ A.G.;BAZYLEA;CH;Patpol Sp.z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049353;033416;1947-08-12;;;;;EUPHYTAN;S;SANDOZ A.G.;BAZYLEA;CH;Patpol Sp.z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049359;033609;1947-04-09;;;12/1947;1947-12-31;;G;PILKINGTON GROUP LIMITED;ST.HELENS, MERSEYSIDE;GB;Bartosz Krakowiak POLSERVICE Spółka z o.o.;NIC: 21 ;VIE: 2413 ;Wygaśnięcie prawa ochronnego;
049360;033610;1947-04-09;;;;;BRITISH GLASS P.B;G;NA;NA;ZZ;;NIC: 21 ;;Wygaśnięcie prawa ochronnego;
049388;033691;1947-04-18;;;01/1948;1948-01-31;AVO;S;Megger Instruments Limited;Dover;GB;Magdalena Pietrosiuk;NIC: 09 ;;Udzielenie prawa;
049427;033940;1947-05-02;;;;;ITARCO;S;NA;NA;ZZ;;NIC: 12 17 ;;Wygaśnięcie prawa ochronnego;
049429;033668;1947-05-02;;;;;ALPASTE;S;ALCAN ALUMINIUM LIMITED;MONTREAL;CA;PHZ "Polservice";NIC: 02 ;;Wygaśnięcie prawa ochronnego;
049434;033669;1947-05-06;;;;;CARBANTRENE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservvice";NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049437;033672;1947-05-06;;;;;ENTERO-VIOFORME;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049438;033673;1947-05-06;;;;;PERCORTENE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 01 03 05 ;;Wygaśnięcie prawa ochronnego;
049439;033674;1947-05-06;;;01/1948;1948-01-31;PERANDRENE;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 11 12 ;;Wygaśnięcie prawa ochronnego;
049441;033676;1947-05-06;;;;;VIOFORME;S;CIBA-GEIGY AG, CIBA-GEIGY SA, CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
049442;034742;1947-05-06;;;;;B.K.S;S;NA;NA;ZZ;;NIC: 08 09 11 13 21 ;;Wygaśnięcie prawa ochronnego;
049460;033820;1947-05-08;;;;;FACTA;S;NA;NA;ZZ;;NIC: 09 10 ;;Wygaśnięcie prawa ochronnego;
049463;033523;1947-05-08;;;;;ISTE SZAMPION;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049469;033642;1947-05-10;;;01/1948;1948-01-31;LIPTON;SG;UNILEVER N.V.;ROTTERDAM;NL;Marcin Fijałkowski Baker McKenzie Gruszczyński i Wspólnicy Kancelaria Prawna Sp.k.;NIC: 29 30 ;VIE: 0513 2705 ;Wygaśnięcie prawa ochronnego;
049473;033614;1947-05-12;;;;;BLACK&WHITE;SG;NA;NA;ZZ;;NIC: 32 33 ;;Wygaśnięcie prawa ochronnego;
049504;033706;1947-05-19;;;02/1948;1948-02-28;MAZOLA;SG;Peter Kölln GmbH & Co. KGaA;Elmshorn;DE;Marcin Fijałkowski;NIC: 29 ;VIE: 2705 ;Udzielenie prawa;
049507;033708;1947-05-19;;;02/1948;1948-02-28;KARO;S;CONOPCO , INC.;NOWY JORK;US;Marcin Fijałkowski Baker McKenzie Gruszczyński i Wspólnicy Kancelaria Prawna Sp.k.;NIC: 30 ;;Wygaśnięcie prawa ochronnego;
049509;033919;1947-05-19;;;06/1948;1948-06-30;ST.RAPHAEL;S;ST RAPHAEL S.A.S.;SAINT-OUEN;FR;"Polservice" Sp. z o.o.;NIC: 33 ;;Wygaśnięcie prawa ochronnego;
049527;033562;1947-05-22;;;11/1947;1947-11-29;UNIVERSAL GENEVE;S;UNIVERSAL GENEVE S.A.;GENEWA;CH;Sławomir Nowicki;NIC: 14 ;;Udzielenie prawa;
049537;033922;1947-05-24;;;06/1948;1948-06-30;ARENCO;S;ARENCO AB;KALMAR;SE;Lidia Bańkowska PATPOL Spółka z o.o.;NIC: 07 09 16 ;;Udzielenie prawa;
049578;033678;1947-06-03;;;01/1948;1948-01-31;CERELOSE;SG;CORN PRODUCTS INTERNATIONAL, INC.;WESTCHESTER;US;Berenika Depo Baker &amp  McKenzie Gruszczyński i Wspólnicy Kancelaria Prawna Sp.k.;NIC: 30 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
049588;033559;1947-06-06;;;;;HENNINA;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
049599;034684;1947-06-10;;;07/08/1949;1949-08-31;MONO;S;NOV Process & Flow Technologies UK Limited;Stonehouse;GB;Joanna Piłka;NIC: 07 ;;Udzielenie prawa;
049643;033724;1947-06-20;;;;;MEAD'S;S;NA;NA;ZZ;;NIC: 03 05 29 30 ;;Wygaśnięcie prawa ochronnego;
049651;033918;1947-06-24;;;;;JACQMAR;S;NA;NA;ZZ;;NIC: 22 23 24 25 26 27 ;;Wygaśnięcie prawa ochronnego;
049653;033681;1947-06-24;;;01/1948;1948-01-31;WARNER BROS. PIETURES INC;SG;WARNER BROS. ENTERTAINMENT INC.;BURBANK;US;Magdalena Pietrosiuk;NIC: 09 ;VIE: 2005 2401 2705 ;Udzielenie prawa;
049655;033619;1947-06-24;;;12/1947;1947-12-31;ARGO;S;CONOPCO, INC.;NOWY JORK;US;Marcin Fijałkowski Baker McKenzie Gruszczyński i Wspólnicy Kancelaria Prawna Sp.k.;NIC: 29 ;;Wygaśnięcie prawa ochronnego;
